Survey Date,Initials,Region,Area Covered,Dist (nm) ,Time (hr),# Er seen,# Er photographed,Location of sighting,Comments
6/17/2009,MG/PJG/Juliana,SJF,Seal Rock to Tatoosh & return,9.8,0.6,2,2,1 Er= Warmhouse Beach; 1 Er = Chibodehl Rocks,
6/17/2009,MG/PJG/Juliana,NWC,Tatoosh to Sea Lion Rk  & return,33.75,1.85,3,3,1 Er = No. of Cannonball; 1 Er = NE of Ozette Island; 1 Er = south of Greenbank,
6/18/2009,MG/PJG/Juliana,SJF,Neah Bay to Sekiu River & return,18,1.3,4,4,1 Er = E. of Sail Rock; 1 Er = E. of Rasmussen Creek; 1 Er = Shipwreck Point; 1 Er = Rasmussen Creek(same as 2nd sighting),
7/1/2009,MG/JH/Juliana,SJF,NB to Tatoosh to Sekiu Pt & return,39,3.133,10,9,2 Er= Koitlah/Warmhouse; 2 Er= Koitlah/Jetty(same Er as before); 1 Er=Rasmussen Crk; 1 Er= Chito Beach; 1 Er= Shipwreck Pt; 2 Er=Rasmussen Crk; 1 Er=3rd Beach,
7/1/2009,MG/JH/Juliana,NWC,Tatoosh to Anderson Head & return,6,0.55,0,0,,
7/29/2009,PJG,NCA,Crescent City to NW Seal Rk&return,20,3,3,2-3,3 Er = SW Jon's Rock,
7/30/2009,PJG,SOR,Rogue River to Cape Blanco&return,58,4,2,2,2 Er = Cape Blanco,
8/18/2009,MG/JH/Juliana,SJF,Neah Bay to Tatoosh,6,0.42,1,,1 Er = Koitlah Pt,
8/18/2009,MG/JH/Juliana,NWC,Tatoosh cut to Carroll Island,27,1.82,11,10,1Er=Waatch Pt;1Er=Portage Hd;1Er=Shipwreck Rk;1Er=Wof Cannonball;1Er=Sof Bodeltehs;1Er=off Bodeltehs;1Er=Sof Sail Bodelteh;2Er=Sof Sand Pt;1Er=off Sand Pt; 1Er=N.Carroll Is.,
9/2/2009,MG/JH/JS,SJF,NB to Tatoosh and return,12,0.75,3,3,2 Er=Koitlah Pt; 1 Er= E.of Koitlah Pt,
9/2/2009,MG/JH/JS,NWC,Tatoosh cut to Sea Lion Rock,28,2.12,5,5,1 Er=Skagway; 1 Er-Anderson Head; 1 Er=S.of Pt of the Arches; 1 Er=N.of Yellowbank; 1 Er=S.of Yellowbank,
9/3/2009,MG/JH,SJF,Neah Bay to Sekiu Pt & return,27,1.78,0,0,,
9/14/2009,JH/JS,SJF,Green buoy to Sekiu Pt & return,27,1.78,3,3,1 Er=Seal Rock; 2 Er=West of Bullman Beach,
9/15/2009,JH/JS,SJF,Green buoy to Tatoosh,6,0.75,7,6,3-4 Er=Waadah; 2 Er=Koitlah; 1 Er=W. of Chibahdehl Rocks,
9/15/2009,JH/JS,NWC,Tatoosh to Sea Lion Rk ,28,3.28,7,7,2 Er=Green Bank; 1 Er=Umatilla; 3 Er=N.of Carroll Is.; 1 Er=Sea Lion Rock,
9/15/2009,MG/JH,SOR,Rogue River to Cape Blanco&return,52,3,0,0,,
9/22/2009,MG/JS,SJF,NB to Tatoosh to Sekiu Pt to Kydaka,28.5,2.3,11,11,1 Er=Koitlah Pt; 1 Er=Mushroom Rk; 2 Er=E of Slant Rk; 2 Er=Third Beach; 4 Er=Sekiu River mouth; 1 Er=Kydaka Pt,
9/30/2009,MG/Matt,SJF,Neah Bay to Tatoosh & return,12,0.8,1,1,1 Er = Outside Jetty,
10/1/2009,MG/JS/Sarah,SJF,Neah Bay to Tatoosh & return,12,0.82,9,6,2 Er=Chibodehl Rks; 1 Er=W of Chibodehl Rks; 1 Er= E of Slant Rk; 2 Er=Slant Rk; 3 Er=betw. Gut and Koitlah on return survey (no photos),
10/6/2009,MG/JS/Sarah,NWC,Tatoosh to Sea Lion Rk  & return,56,2.83,8,8,1 Er=E of Carroll Is; 3 Er= N of Carroll Is; 4 Er=SE of Sea Lion Rock,
10/6/2009,MG/PJG ,SJF,Neah Bay to Tatoosh to Kydaka&return,33,2.82,2,1,1 Er = off Sail River; 1 Er = off Third Beach reef (no photo),
11/4/2009,MG/PJG ,NWC,Tatoosh to Skagway & return,3,0.28,0,0,too rough for survey; return to SJF,
11/4/2009,MG/PJG,SJF,NB to Tatoosh to Kydaka Pt&return,33,2.82,3,1,1 Er=off Sail River; 1 Er=off Third Beach; 1 Er= Snow Creek,
5/6/2010,MG/JS,SJF,Neah Bay to Tatoosh and return,12,0.77,0,0,,
5/6/2010,MG/JS,NWC,Tatoosh to Sea Lion Rk. & return,56,4.1,1,1,"south of Umatilla; poor shot, bad weather",
5/11/2010,MG ,SJF,NB to Sekiu to Tatoosh & return,39,3.05,0,0,,
5/12/2010,MG/JS,SJF,Neah Bay to Tatoosh and return,12,0.83,0,0,,
5/12/2010,MG/JS,NWC,Tatoosh to Sea Lion Rk. & return,56,4.283,0,0,,
6/30/2010,MG/PJG,SJF,Neah Bay to Kydaka Pt. & return,21,1.87,0,0,,
7/1/2010,MG/PJG,SJF,Neah Bay to Tatoosh and return,12,0.783,0,0,,
7/1/2010,MG/PJG,NWC,Tatoosh to Carroll Island,28,1.8,1,1,east of East Bodelteh,
7/8/2010,MG/MM,SJF,Neah Bay to Tatoosh and return,12,0.6,0,0,,
7/8/2010,MG/MM,NWC,Tatoosh to Sea Lion Rk. & return,40,2.28,0,0,periodic fog and poor visibility; MG always at wheel; Mike Muerner doesn't run boats,
7/8/2010,PJG/JH,SOR,Rogue River to Cape Blanco & return,55,4,4,3,"all Er at Cape Blanco; 4th Er breached and was gone, no photos",
8/4/2010,MG/PJG/JS,SJF,Neah Bay to Sekiu Pt. & return,24,1.75,1,1,between Rasmussen and Bullman Beach; biopsy attempt; lost whale inside Neah Bay,
8/5/2010,MG/JS/MM,SJF,Neah Bay to Tatoosh and return,6,0.333,0,0,also 6 n. mi. for 0.45 hrs surveyed in SJF with poor visibility,
8/5/2010,MG/JS/MM,NWC,Tatoosh to Sea Lion Rock,27,2.03,5,5,1 Er @ Strawberry Rock; 1 Er @ Father and Son; 2 Er off Guano Rock; 1 Er east of White Rock;,
8/11/2010,PJG/JH/JS,SJF,Neah Bay to Tatoosh and return,12,1,0,0,,
8/11/2010,PJG/JH/JS,NWC,Tatoosh to Sea Lion Rk. & return,56,4,5,5,2 Er @ Guano Rock; 3 Er @ Anderson Point;,
8/17/2010,MG/JH,SJF,Neah Bay to Tatoosh and return,12,0.733,0,0,,
8/17/2010,MG/JH,NWC,Tatoosh to Sea Lion Rk. & return,10,0.783,0,0,"Ozette to Carroll Island=visibility OK; Tatoosh to E. Bodelteh (15 n. mi., 1.17 hrs)=visibility poor",
8/18/2010,MG/JH&friend,SJF,Neah Bay to Tatoosh and return,12,0.717,0,0,,
8/18/2010,MG/JH&friend,NWC,Tatoosh to Sea Lion Rock,25,2.25,0,0,,
9/2/2010,JH/JS,SJF,Neah Bay to Tatoosh  ,6,0.5,0,0,,
9/2/2010,JH/JS,NWC,Tatoosh to Sea Lion Rock,28,2.066,2,2,1 Er @ Strawberry Rock; 1 Er @ Guano Rock and the same Er later at Chinatown,
9/3/2010,PJG/JH/JS,SJF,Neah Bay to Tatoosh,6,0.5,0,0,,
9/3/2010,PJG/JH/JS,NWC,Tatoosh to East Bodelteh,15,1.166,1,1,1 Er @ Guano Rock; dense fog from Tatoosh to Portage Head,
9/12/2010,PJG/JH/RB,NCA,Crescent City to St George Rf to Klamath River & return,40,4,1,1,1 Er NW of the Klamath River mouth; 2 Mn also photo'ed,
9/14/2010,MG/JS/MM,SJF,Neah Bay to Tatoosh,6,0.37,0,0,,
9/14/2010,MG/JS/MM,NWC,Tatoosh to East Bodelteh,15,0.9,4,3,1 Er(Quasimoto)@ Strawberry Rock;1 Er@ Shi Shi Beach;1 Er@ E. Bodelteh;1 Er off Ozette R. mouth ,
9/15/2010,MG/JS/Matt,SJF,Neah Bay to Tatoosh,12,0.65,0,0,,
9/15/2010,MG/JS/Matt,NWC,Tatoosh to Sea Lion Rock,27,2.35,3,3,1 Er @ Makah Bay; 1 Er(Quasimoto)@ Father and Son; 1 Er(Other Guy) @ E. Bodelteh,
5/5/2011,PJG/JH/JS/AA,NWC,Tatoosh to Sea Lion Rock and return,54,4.5,0,0,,
5/5/2011,PJG/JH/JS/AA,SJF,Neah Bay to Tatoosh and return,12,0.83,0,0,,
5/18/2011,MG/JS/AA,NWC,Tatoosh to Carroll Island,28,2.233,6,5,2=E. Bod.; 3=S. of Umatilla; 1=N. of Carroll Island,
5/18/2011,MG/JS/AA,SJF,Neah Bay to Tatoosh,12,0.633,0,0,,
5/19/2011,MG/JS/AA,SJF,Neah Bay to Sekiu to Tatoosh & return,39,2.7,0,0,~7 Orcas sighted and photoed outside jetty heading west,
6/12/2011,PJG/DG,SOR,Rogue River to Cape Blanco and return,55,4,0,0,,
6/13/2011,PJG/DG,NOCAL,"Crescent City,N. Seal Rk,Castle Rk &return",24,2.5,0,0,,
6/15/2011,MG/JS/AA,SJF,Neah Bay to Sekiu to Tatoosh & return,40,2.883,1,0,"sighted north of 3rd Beach reef, but lost; no photos",
6/16/2011,MG/JS/AA,NWC,Tatoosh to Sand Point and return,40,3.167,3,3,1=Strawberry Rock;  1=Father and Son;  1=East Bodelteh(biopsy),
6/16/2011,MG/JS/AA,SJF,Neah Bay to Tatoosh and return,12,0.833,0,0,,
6/28/2011,PJG/JS/JKS,NWC,Tatoosh to Sea Lion Rock and return,46,3,1,1,1=Portage Head        (also 6 Orcas sighted SE of East Bodelteh),
6/28/2011,PJG/JS/JKS,SJF,Neah Bay to Tatoosh and return,12,1,0,0,,
6/29/2011,PJG/JS/AA/JKS,NWC,Tatoosh to Sand Point and return,30,3,4,3,1=Sand Point;  2 (cow/calf)=Green Bank; 1=Skagway (no photo; travelling)     also 5-6 Orcas near Chinatown,
6/29/2011,PJG/JS/AA/JKS,SJF,Neah Bay to Tatoosh and return,12,0.75,0,0,,
7/12/2011,PJG/JH/DG,SOR,Rogue River to Cape Blanco and return,54,4.25,4,3,1=Nesike Beach; 1=S Cape Blanco; 1=Cape Blanco; 1=Orford Head,
7/13/2011,PJG/JH/MT/JO,NOCAL,"Crescent City,N. Seal Rk,Castle Rk &return",25,2.5,1,1,1=2 n.mi. south of Castle Rock,
7/19/2011,MG/AA/JKS,NWC,Tatoosh to west of Sand Point,25,2.85,4,4,1=Makah Bay; 1=N. of East Bodelteh; 2 (cow/calf)= Guano Rk; 1=W. of Ozette Is (same as sighting #2),
7/19/2011,MG/AA/JKS,SJF,Neah Bay to Tatoosh and return,12,0.85,0,0,,
8/4/2011,PJG,SJF,Neah Bay to Sekiu and return,27,2,2,0,2 (cow/calf)=seen twice at First Beach and Green Buoy,
8/10/2011,PJG/JS/JH,NWC,Tatoosh to Sea Lion Rock  ,24,2,1,1,1=Sand Point (biopsied Er),
8/10/2011,PJG/JS/JH,SJF,Neah Bay to 3rd Beach to Tatoosh,6,0.5,2,2,2 (cow/calf)= Third Beach,
8/11/2011,PJG/JS/JH/AA,NWC,Tatoosh to Sea Lion Rock,23,2,3,3,1=Sand Point;  2 (cow/calf)=Green Bank and Skagway; (also 1 large bull Orca sighted 1 nmi W of Sea Lion Rock,
8/11/2011,PJG/JS/JH/AA,SJF,Neah Bay to Tatoosh,6,0.5,0,0,,
8/17/2011,MG/AA/JKS,NWC,Tatoosh to Sea Lion Rock and return,54,3.9,3,3,2 (cow/calf)=East Bodelteh; 1=Sand Point,
8/17/2011,MG/AA/JKS,SJF,Neah Bay to Tatoosh and return,12,0.8,0,0,,
8/18/2011,MG/AA/JKS,SJF,Neah Bay to Sekiu Point and return,27,1.75,0,0,,
8/31/2011,MG/JS/AA/MM,SJF,Neah Bay to Sekiu Pt to Tatoosh & return,39,2.55,0,0,,
9/1/2011,MG/JS/AA/MM,NWC,Tatoosh to Sea Lion Rock and return,54,3.77,9,5,2=S. of Pt of the Arches; 2=Guano Rk; 1=Yellow Bank; 1=mouth of Ozette R; 2=Father&Son; 1=Anderson Hd,
9/1/2011,MG/JS/AA/MM,SJF,Neah Bay to Tatoosh and return,12,0.683,0,0,,
9/14/2011,MG/JS/AA,SJF,Neah Bay to Sekiu Pt to Tatoosh & return,28,1.9,0,0,,
9/18/2011,MG/PJG,SOR,Rogue R. to Pyramid Rk to Kitchen Pt,10,0.62,2,2,1=east of Pyramid Rock; 1=SW of Kitchen Point,
10/19/2011,MG/PJG/AA/DM,NWC,Tatoosh to White Rock,19,1.47,3,2,1=Green Bank;  1=Portage Head (no photo);  1=Ozette,
10/19/2011,MG/PJG/AA/DM,SJF,Neah Bay to Tatoosh,6,0.32,3,2,3=west of Koitlah and at Warmhouse,
10/20/2011,MG/PJG/DM,NWC,Tatoosh to Sea Lion Rock and return,52.5,3.15,5,4,1=SW Sea Lion Rk; 1=S Sail Bodelteh; 1=E Bodelteh; 1=Green Bank; 1=Skagway,
10/20/2011,MG/PJG/DM,SJF,Neah Bay to Tatoosh and return,12,0.666,0,0,,
5/16/2012,MG/PJG/JS/AA,SJF,NB to Sekiu to Waadah and return to NB,29,2,1,1,East of Rasmussen Creek,
5/30/2012,PJG/JS/AA,SJF,NB to Sekui to Tatoosh and return to NB,37,3,1,1,"First Beach, JS photos",
5/31/2012,PJG/JS/AA,NWC,Tatoosh to Sea Lion Rock and return,53,6,18,17," JS photos, 1 at Makah Bay, 8-10, 1.3 NM  W. of Carroll, AA  photos",
5/31/2012,PJG/JS/AA,SJF,NB to Tatoosh and return,12,1,1,1,"First Beach, AA photos",
6/14/2012,PJG/AA,NWC,NB to Sea Lion Rock and return,53,6,19,19,"3-4 W. of Carroll, 12-15 S. of Sea Lion Rock, AA photos and log",
6/14/2012,PJG/AA,SJF,NB to Tatoosh asnd return,12,1,0,0,,
6/20/2012,MG/PJG/AA/RL,NWC,Tatoosh to Carroll Island and return,40,2.47,17,15,1=Sand Point (lost); 2=NW of Hand Rock; 7-10=NW of Carroll; 3=SW of SL Rock; 1= NW of Carroll; 2=NW of Hand Rock,
6/20/2012,MG/PJG/AA/RL,SJF,NB to Chito Beach to Tatoosh and return,21,1.33,0,0,,
6/27/2012,MG/AA,NWC,Tatoosh to Sea Lion Rock and return,56,4.63,4,4,2= Outside Makah Bay;  1= off Ozette River mouth; 1=Sail Bodelteh,
6/27/2012,MG/AA,SJF,NB to Tatoosh and return,12,0.63,0,0,,
7/1/2012,PJG/AA,NWC,Tatoosh to East Bodelteh and return,23,3,2,2," 1 at Makah Bay, 1 at Portage Head, AA photo both",
7/1/2012,PJG/AA,SJF,NB to Tatoosh and return,12,1,0,0,,
7/2/2012,PJG/AA,NWC,NB to Rasmussento Tatoosh and return,18,2,0,0,,
7/17/2012,MG/JS/RL,NWC,Tatoosh to Green Bank,2,0.5,1,1,Skagway,
7/17/2012,MG/JS/RL,SJF,NB to Tatoosh to Sekiu Pt and return to NB,39,2.9,1,1,East of Slant Rock,
7/18/2012,MG/JS/RL,NWC,Tatoosh to south Ozette Island,18,1.87,10,8,2=Waatch Pt; 1=SE of Strawberry Rock; 1=north of Sail Bodelteh; 4=south of Ozette Island,
7/18/2012,MG/JS/RL,SJF,NB to Tatoosh and return to NB,12,0.717,1,1,Chibahdehl Rocks,
7/19/2012,"PJG/MT,BW,SR",SOR,Rogue River to Cape Blanco and return,54,4,2,2,"2 at Cape Blanco, PJG photo",
7/20/2012,"PJG/MT,BW,SR",NoCal,Crescent City to N.Seal Rock and return,24,3,0,0,,
8/1/2012,PJG/JS/AA,NWC,Tatoosh to Sea Lion Rock and return,50,4,11,11,"JS has data, JS photos",
8/28/2012,MG/PJG/RB,SOR,Rogue River to Cape Blanco and return,54,2.72,5,4,1=NW of Humbug Mt; 1= Orford Heads; 2-3=Cape Blanco,
8/29/2012,MG/PJG/RB,NoCal,Crescent City to N.Seal Rock and return,24,1.55,0,0,,
9/12/2012,MG/PJG/JS/AA/DM,NWC,Tatoosh to Sea Lion Rock and return,56,3.1,23,18,2=N Skagway; 1=NW Waatch Pt; 1=Makah Bay; 4=Shi Shi; 1=Spike Rk; 1=Father&Son; 3=N Guano; 1=Guano; 1=E Bod; 1=W Bod; 2=S White Rock; 1=Sail Bod,
9/12/2012,MG/PJG/JS/AA/DM,SJF,NB to Tatoosh and return,12,0.683,1,1,NE of Koitlah Point,
9/13/2012,MG/AA/DM,SJF,NB to Chito Beach and return,14,1.12,3,3,1=Seal Rock;  1= Sail Rock;  1=West of Chito Beach,
9/20/2012,PJG/RB/SJJ,NoCal,Crescent City to St. George to Klamath,50,6,3,2,"3 off Klamath River mouth, PJG- photo 2",
9/20/2012,PJG/RB/SJJ,SOR,Rogue River to Cape Blanco and return,54,5,8,6,"4, off Seal Rcks, 1 mouth of Rogue, 1 off Humbug Mt., 2 off Orford Reef, PJG photo",
9/26/2012,MG/JS/AA,NWC,Tatoosh to Carroll Island  ,27,1.55,13,11,2=Green Bank; 2=Mad Bear Rk; 3=Shipwreck Rk; 1=Ozette River; 1=Guano Rk; 1=E Ozette Is; 1=E Bod1=NW Sand Pt ,
9/26/2012,MG/JS/AA,SJF,NB to Warmhouse,2.5,0.22,0,0,,
9/27/2012,MG/JS/AA,SJF,NB to Sekiu Pt to Tatoosh and return,40,2.25,4,4,2=Snow Creek; 1=Snow Creek/Bullman Beach; 1=Bullman Beach (same as Er#1); 1=Rasmussen Creek,
10/10/2012,MG/PJG/LC/MG,NWC,Tatoosh to Sea Lion Rock and return,56,2.1,4,4,1= Green Bank; 1= Guano Rock; 1= north of Guano Rock; 1= Sail Bodelteh,
10/10/2012,MG/PJG/LC/MG,SJF,NB to Tatoosh and return,12,0.7,1,1,West of Waadah Island,
10/11/2012,MEG/MG,SJF,NB to Sekiu Point to Tatoosh and return,39,2.4,2,2,2= between Snow Creek and Bullman Beach (in the kelp),
10/25/2012,PJG/JS/AA,NWC,Tatoosh to Sea Lion Rock,27,2.15,4,4,1 = west of Waatch Pt;  2 = off Shi Shi;  1 = Ozette Island (seen later at E. Bodelteh),
10/25/2012,PJG/JS/AA,SJF,NB to Tatoosh,6,0.45,2,2,1 = Second Beach;   1 = east of Slant Rock,
11/15/2012,MG/PJG/JS/AA,NWC,Tatoosh to Sea Lion Rock and return,56,2.65,0,0,,
11/15/2012,MG/PJG/JS/AA,SJF,NB to Tatoosh and return,12,0.87,1,0,Warmhouse; this was MKH-Er-12-4 which was biopsied earlier in the season,
5/7/2013,PJG,SOR,Rogue Reef,15,1.5,2,2,Nesika Beach,
6/6/2013,MG/PJG/AA/Jackie S,SJF,Neah Bay to Gut &return to Seal/Sail Rk,14,0.93,0,0,,
6/6/2013,MG/PJG/AA/Jackie S,NWC,Tatoosh to Seal Lion Rk and return,54,3.65,0,0,,
6/19/2013,MG/JS/AA,SJF,Neah Bay to Tatoosh and return,12,0.58,0,0,,
6/19/2013,MG/JS/AA,NWC,Tatoosh to Seal Lion Rk and return,57,3.42,1,1,1 at Waatch Point,
6/20/2013,MG/JS/AA/Jackie S.,SJF,Neah Bay to Mushroom Rk to Sekiu Pt & return,32,1.85,0,0,,
8/2/2013,PJG,NWC,Tatoosh to Sand Point and return,40,3,6,5,1=SW of West Bodelteh; 1=N side of Ozette Is; 1=S side of Ozette Is; 3=S. Green Bank,
8/7/2013,MG/JS/AA,SJF,Neah Bay to Tatoosh and return,12,0.67,3,3,2=NW of Waadah Island; 1= Waterfall Cove,
8/7/2013,MG/JS/AA,NWC,Tatoosh to White Rock and return,22.5,1.9,4,4,1= Cooke Rock;  2= Waatch Point;  1= Mad Bear Rock,
8/10/13,PJG,SOR,Rogue River to Orford Head and return,45,4,3,3,1=Orford Head; 2=1 n.mi. NW of Rogue River mouth,
8/11/13,PJG,NCA,Crescent City to Castle Rk to Seal Rk & return,20,2,0,0,,
8/21/2013,MG/JS/AA,SJF,Neah Bay to Tatoosh and return,12,0.75,4,4,3= west of Waadah Island; 1= Koitlah Point (previously seen in AM at Waadah Island),
8/21/2013,MG/JS/AA,NWC,Tatoosh to Carroll Island,27,1.83,16,14,1=Cooke Rk.; 3=off Guano Rk.; 4= Sail Bodelteh; 1= East Bodelteh; 1= Chinatown; 2= SW of West Bodelteh; 2= W of Ozette Island,
8/22/2013,MG/JS/AA,SJF,Neah Bay to Sekiu Point and return,27,1.53,5,5,3= off Bullman Beach; 1= Rasmussen Creek; 1= Ray's (Chito Beach),
9/11/2013,PJG,SOR,Rogue River to Pyramid Rock and return,6,1,2,2,2=1 n.mi. north of the Rogue River mouth,
9/12/2013,PJG,NCA,Crescent City-Castle Rk-Seal Rk-Klamath R. & return,50,4,1,1,1=1 n.mi. NW of Castle Rock,
10/23/2013,MG/PJG ,SJF,Neah Bay to Chibodehl Rocks,4.5,0.3,2,2,2= Chibodehl Rocks,
10/24/2013,MG/PJG/VB,SJF,Neah Bay to Tatoosh  ,6,0.27,9-10,8,2= west of Waadah Island; 2= Midway; 3-4= east of Slant Rock; 1= west of Slant Rock; 1=east of Mushroom Rock,
10/24/2013,MG/PJG/VB,NWC,Tatoosh to Seal Lion Rk,28,1.37,2,2,2= south of White Rock,
11/14/2013,MG/PJG/AA ,SJF,Neah Bay to Tatoosh & return to Bullman Bch,17,1.25,15,12,2=west of Waadah Island; 2= Koitlah; 1= Warmhouse; 2= east of Slant Rock; 7= east of Seal Rock; 1= Bullman Beach,
11/14/2013,MG/PJG/AA ,NWC,Tatoosh to White Rock  and return,38,2.35,5,4,3= Greenbank;  1= Shipwreck Rock (north Shi-Shi); 1= south side of Sail Bodelteh,
